contour_id,vertex_index,x2_protein_mg_ml,x1_il_wt_pct,threshold_ci
1,51,49.494949494949495,0.556583186488197,0.1
1,52,48.484848484848484,0.556583186488197,0.1
1,53,47.47474747474748,0.556583186488197,0.1
1,54,46.46464646464647,0.556583186488197,0.1
1,55,45.45454545454546,0.556583186488197,0.1
1,56,45.00006778699179,1.0101010101010102,0.1
1,57,45.00006778699179,2.0202020202020203,0.1
1,58,45.00006778699179,3.0303030303030303,0.1
1,59,44.44444444444445,3.160367539635602,0.1
1,60,43.43434343434344,3.160367539635602,0.1
1,61,42.42424242424243,3.160367539635602,0.1
1,62,41.41414141414142,3.160367539635602,0.1
1,63,40.40404040404041,3.160367539635602,0.1
1,64,39.3939393939394,3.160367539635602,0.1
1,65,38.38383838383839,3.213364053669281,0.1
1,66,37.37373737373738,3.213364053669281,0.1
1,67,36.36363636363637,3.213364053669281,0.1
1,68,35.35353535353536,3.213364053669281,0.1
1,69,34.343434343434346,3.213364053669281,0.1
1,70,33.333333333333336,3.213364053669281,0.1
1,71,32.323232323232325,3.213364053669281,0.1
1,72,31.313131313131315,3.213364053669281,0.1
1,73,30.303030303030305,3.2376948794017237,0.1
1,74,29.292929292929294,3.2376948794017237,0.1
1,75,28.282828282828284,3.2376948794017237,0.1
1,76,27.272727272727273,3.2376948794017237,0.1
1,77,26.262626262626263,3.2376948794017237,0.1
1,78,25.252525252525253,3.2376948794017237,0.1
1,79,24.242424242424242,3.2376948794017237,0.1
1,80,23.232323232323235,3.2376948794017237,0.1
1,81,22.222222222222225,3.2376948794017237,0.1
1,82,21.212121212121215,3.2376948794017237,0.1
1,83,20.202020202020204,3.2376948794017237,0.1
1,84,19.191919191919194,3.2376948794017237,0.1
1,85,18.181818181818183,3.2376948794017237,0.1
1,86,17.171717171717173,3.2376948794017237,0.1
1,87,16.161616161616163,3.2376948794017237,0.1
1,88,15.151515151515152,3.2376948794017237,0.1
1,89,14.141414141414142,3.1775587478251346,0.1
1,90,13.131313131313131,3.1775587478251346,0.1
1,91,12.121212121212121,3.1775587478251346,0.1
1,92,11.111111111111112,3.1775587478251346,0.1
1,93,10.101010101010102,3.1775587478251346,0.1
1,94,9.090909090909092,3.1775587478251346,0.1
1,95,8.080808080808081,3.1775587478251346,0.1
1,96,7.070707070707071,3.1775587478251346,0.1
1,97,6.0606060606060606,3.1775587478251346,0.1
1,98,5.050505050505051,3.1775587478251346,0.1
1,99,4.040404040404041,3.1775587478251346,0.1
1,100,3.1778230400131022,4.040404040404041,0.1
1,101,3.1778230400131022,5.050505050505051,0.1
1,102,3.1778230400131022,6.0606060606060606,0.1
1,103,3.1778230400131022,7.070707070707071,0.1
1,104,3.1778230400131022,8.080808080808081,0.1
1,105,3.2099289978613488,9.090909090909092,0.1
1,106,3.2099289978613488,10.101010101010102,0.1
1,107,3.2099289978613488,11.111111111111114,0.1
1,108,3.2099289978613488,12.121212121212121,0.1
1,109,3.2099289978613488,13.131313131313131,0.1
1,110,3.2099289978613488,14.141414141414142,0.1
1,111,3.2099289978613488,15.151515151515152,0.1
1,112,3.2099289978613488,16.161616161616163,0.1
1,113,3.2099289978613488,17.171717171717173,0.1
1,114,4.040404040404041,18.00237588361782,0.1
1,115,5.050505050505051,18.00237588361782,0.1
1,116,6.0606060606060606,18.00237588361782,0.1
1,117,7.070707070707071,18.00237588361782,0.1
1,118,8.080808080808081,18.00237588361782,0.1
1,119,9.090909090909092,18.00237588361782,0.1
1,120,10.101010101010102,18.00237588361782,0.1
